Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,36.25157983283894,36.63764564575522,34.591496837298926,36.00063705444336,53228400,0.0,0.0
2000-01-04 00:00:00-05:00,35.074068467439744,36.174355700595534,34.668699486803405,34.78451919555664,54119000,0.0,0.0
2000-01-05 00:00:00-05:00,34.32123825433554,35.942714077375015,33.78074631332238,35.15127944946289,64059600,0.0,0.0
2000-01-06 00:00:00-05:00,34.649404341524296,35.170593153346665,33.47190369259227,33.97378921508789,54976600,0.0,0.0
2000-01-07 00:00:00-05:00,33.549122226819925,34.668713187208624,33.14375308598953,34.41777038574219,62013600,0.0,0.0
2000-01-10 00:00:00-05:00,35.035467455806604,35.11268060722436,34.39845895661012,34.668704986572266,44963600,0.0,0.0
2000-01-11 00:00:00-05:00,34.43708532714844,35.28643048095703,33.56843687438965,33.7807731628418,46743600,0.0,0.0
2000-01-12 00:00:00-05:00,33.51051488291633,33.62633463481581,32.25580090400529,32.68047332763672,66532400,0.0,0.0
2000-01-13 00:00:00-05:00,32.23650222999462,33.54912627289261,31.34855067156364,33.29818344116211,83144000,0.0,0.0
2000-01-14 00:00:00-05:00,33.10513867036271,35.189893758642114,32.661163049710616,34.668704986572266,73416400,0.0,0.0
2000-01-18 00:00:00-05:00,34.53359375827035,35.98134084148459,34.51429046382749,35.61457824707031,81483600,0.0,0.0
2000-01-19 00:00:00-05:00,34.12822179705184,34.43707448299801,32.73838471029406,33.047237396240234,97568200,0.0,0.0
2000-01-20 00:00:00-05:00,33.06653636806416,33.87727456272773,32.69977385143064,32.738380432128906,56349800,0.0,0.0
2000-01-21 00:00:00-05:00,33.0472319085914,33.12444506725633,31.8890345286174,32.043460845947266,68416200,0.0,0.0
2000-01-24 00:00:00-05:00,32.05792721730692,32.64185152760258,31.13619545477408,31.271318435668945,63597600,0.0,0.0
2000-01-25 00:00:00-05:00,31.1941090685256,32.08206019300096,30.75013350628792,31.753904342651367,59823200,0.0,0.0
2000-01-26 00:00:00-05:00,31.63808944150337,31.966245341750813,30.615015164261347,30.692228317260746,49365000,0.0,0.0
2000-01-27 00:00:00-05:00,30.851478176177302,31.252021377901485,30.03591430760637,30.49919319152832,63654800,0.0,0.0
2000-01-28 00:00:00-05:00,30.30617337797131,30.96248541290827,30.03592724593844,30.34477996826172,58225400,0.0,0.0
2000-01-31 00:00:00-05:00,30.15174114962952,30.325470772130583,29.3023963285132,30.228954315185547,73194200,0.0,0.0
2000-02-01 00:00:00-05:00,30.421981376087444,31.889031239401305,30.171038636310072,31.79251480102539,70196600,0.0,0.0
2000-02-02 00:00:00-05:00,31.638095071725203,32.10137407216536,31.03969302949001,31.13620948791504,49915600,0.0,0.0
2000-02-03 00:00:00-05:00,31.52227384017374,32.17858572661949,30.92387182606144,32.00485610961914,49186000,0.0,0.0
2000-02-04 00:00:00-05:00,32.23649422653959,33.356085043988266,32.16410688920455,32.912109375,55365400,0.0,0.0
2000-02-07 00:00:00-05:00,32.98932925422194,33.00863254810973,32.19789420482282,32.931419372558594,40005800,0.0,0.0
2000-02-08 00:00:00-05:00,32.87351000180225,33.973797770506145,32.87351000180225,33.95449447631836,56229000,0.0,0.0
2000-02-09 00:00:00-05:00,33.800064355134964,33.800064355134964,32.082071363925934,32.12067794799805,55090000,0.0,0.0
2000-02-10 00:00:00-05:00,32.08689438284568,32.9121100452711,31.65739617257748,32.738380432128906,54527800,0.0,0.0
2000-02-11 00:00:00-05:00,32.39092500601954,32.39092500601954,30.61502208554648,30.865964889526367,115559000,0.0,0.0
2000-02-14 00:00:00-05:00,31.26650127921828,31.42575340797492,30.595712009607027,30.76944160461425,81028600,0.0,0.0
2000-02-15 00:00:00-05:00,30.808050500341206,30.88526365948993,30.30616496587449,30.44128799438477,71027600,0.0,0.0
2000-02-16 00:00:00-05:00,30.6536091500452,30.94315835486301,29.99729761912484,30.151723861694336,65202600,0.0,0.0
2000-02-17 00:00:00-05:00,30.4219824145998,30.7887448929484,30.00213589333232,30.76944160461425,80343400,0.0,0.0
2000-02-18 00:00:00-05:00,30.88526779064452,30.904571083013668,29.302397816373983,29.360307693481445,79063000,0.0,0.0
2000-02-22 00:00:00-05:00,29.37958911384923,29.99729400980401,28.66536782790152,28.974220275878903,66296200,0.0,0.0
2000-02-23 00:00:00-05:00,28.87771270509108,29.572630925267067,28.4337371755342,29.109352111816406,75847200,0.0,0.0
2000-02-24 00:00:00-05:00,29.10935051648787,29.61123587022042,28.414432334396647,29.263776779174805,69733200,0.0,0.0
2000-02-25 00:00:00-05:00,29.24447819437579,29.24930401586001,27.95115803660472,28.20210075378418,65301400,0.0,0.0
2000-02-28 00:00:00-05:00,27.87395255443586,28.45305129171638,27.2176406521846,28.279321670532227,76131800,0.0,0.0
2000-02-29 00:00:00-05:00,28.33723338200496,28.33723338200496,27.449281927255484,27.60370826721192,58437400,0.0,0.0
2000-03-01 00:00:00-05:00,27.68091739725427,29.06110260918152,27.46858121080392,28.047679901123047,106889800,0.0,0.0
2000-03-02 00:00:00-05:00,28.356538521078537,29.456826264918888,28.144202289811098,28.839120864868164,106932600,0.0,0.0
2000-03-03 00:00:00-05:00,29.263787025283,30.537804138520915,28.99354097095981,29.688459396362305,101435200,0.0,0.0
2000-03-06 00:00:00-05:00,29.64984375,30.074515991210937,27.835335083007813,27.989761352539062,93609400,0.0,0.0
2000-03-07 00:00:00-05:00,29.688461609194768,30.11313401192708,28.39514110996457,28.684690475463867,135061000,0.0,0.0
2000-03-08 00:00:00-05:00,28.974219608494003,29.70774415554448,28.1055721185658,29.514711380004883,94290000,0.0,0.0
2000-03-09 00:00:00-05:00,29.437516719102863,30.885263442993168,29.34100027084351,30.885263442993164,88198800,0.0,0.0
2000-03-10 00:00:00-05:00,30.75013716268068,31.657391680349217,30.730833875070704,31.19411277770996,85589000,0.0,0.0
2000-03-13 00:00:00-05:00,30.151724109844288,30.962461890006555,30.11311754888418,30.26754379272461,61831800,0.0,0.0
2000-03-14 00:00:00-05:00,30.46058846773205,30.6536213477557,29.37960433959961,29.37960433959961,73489200,0.0,0.0
2000-03-15 00:00:00-05:00,29.205878663969223,29.84288725346757,28.935632595697207,29.45682144165039,53208000,0.0,0.0
2000-03-16 00:00:00-05:00,29.63055105696812,29.862190544058425,28.8005095615612,29.45682144165039,77300800,0.0,0.0
2000-03-17 00:00:00-05:00,29.418211292770675,30.730834893760445,29.186571833772483,30.692228317260746,81161600,0.0,0.0
2000-03-20 00:00:00-05:00,30.49918854190694,30.808041084103465,29.80427032196476,30.07451629638672,47773000,0.0,0.0
2000-03-21 00:00:00-05:00,29.881490122662843,31.850425518342178,29.804276969891102,31.73460578918457,81648800,0.0,0.0
2000-03-22 00:00:00-05:00,31.75391504320048,32.62256317508134,31.23272616407196,31.8890380859375,93975800,0.0,0.0
2000-03-23 00:00:00-05:00,32.98933513790536,34.86175497896845,32.931425245913715,34.55290222167969,148224000,0.0,0.0
2000-03-24 00:00:00-05:00,34.784517673520185,35.51804246352782,33.83865676008928,34.49496841430664,112196800,0.0,0.0
2000-03-27 00:00:00-05:00,33.283708237312936,33.433308781804264,32.101381353429844,32.13998794555664,111434000,0.0,0.0
2000-03-28 00:00:00-05:00,32.00484981731143,33.18235032325594,31.61878407765749,32.217185974121094,81114400,0.0,0.0
2000-03-29 00:00:00-05:00,32.48743918060214,33.64563665584642,32.46813588934806,33.10514450073242,64363800,0.0,0.0
2000-03-30 00:00:00-05:00,32.79628698540426,33.54911523286204,31.65739297001941,31.92763900756836,64178400,0.0,0.0
2000-03-31 00:00:00-05:00,32.738376752068014,33.43329512652229,32.159278106689456,32.81558990478516,64281400,0.0,0.0
2000-04-03 00:00:00-04:00,29.167273709009898,29.80428233402468,27.79674000064477,28.06698608398437,260118200,0.0,0.0
2000-04-04 00:00:00-04:00,28.279312264355625,28.414435258110224,26.23316407321453,27.352754592895508,181244400,0.0,0.0
2000-04-05 00:00:00-04:00,27.256233921961915,27.3334470492196,26.522709213013933,26.677135467529297,82887600,0.0,0.0
2000-04-06 00:00:00-04:00,27.14041788356249,27.1790244523869,26.33450575935286,26.56131935119629,66421400,0.0,0.0
2000-04-07 00:00:00-04:00,26.87018580386513,27.60371099103961,26.252480383086624,27.50719451904297,82613600,0.0,0.0
